0 0 117767  150
0.1 0 117767  150
0.2 0 117767  150
0.3 0 117767  150
0.4 0 117767  150
0.5 0 117767  150
0.6 0 117767  150
0.7 0 117767  150
0.8 0 117767  150
0.9 0 117767  150
1 0 117767  150
1.1 0 117767  150
1.2 0 117767  150
1.3 0 117767  150
1.4 0 117767  150
1.5 0 117767  150
1.6 0 117767  150
1.7 0 117767  150
1.8 0 117767  150
1.9 0 117767  150
2 0 117767  150
2.1 0 117767  150
2.2 0 117767  150
2.3 0 117767  150
2.4 0 117767  150
2.5 8.9586e+25 117767  150
2.6 8.9586e+25 117767  150
2.7 0 117767  150
2.8 2.68758e+26 117767  150
2.9 2.68758e+26 117767  150
3 8.9586e+25 117767  150
3.1 2.68758e+26 117767  150
3.2 0 117767  150
3.3 0 117767  150
3.4 8.9586e+25 117767  150
3.5 0 117767  150
3.6 0 117767  150
3.7 1.2542e+27 117767  150
3.8 0 117767  150
3.9 0 117767  150
4 0 117767  150
4.1 0 117767  150
4.2 0 117767  150
4.3 0 117767  150
4.4 0 117767  150
4.5 0 117767  150
4.6 0 117767  150
4.7 0 117767  150
4.8 0 117767  150
4.9 0 117767  150
5 0 117767  150
5.1 0 117767  150
5.2 0 117767  150
5.3 0 117767  150
5.4 0 117767  150
5.5 0 117767  150
5.6 0 117767  150
5.7 0 117767  150
5.8 0 117767  150
5.9 0 117767  150
6 0 117767  150
6.1 0 117767  150
6.2 0 117767  150
6.3 0 117767  150
6.4 3.58344e+26 117767  150
6.5 0 117767  150
6.6 0 117767  150
6.7 0 117767  150
6.8 1.79172e+26 117767  150
6.9 1.79172e+26 117767  150
7 0 117767  150
7.1 1.79172e+26 117767  150
7.2 8.9586e+25 117767  150
7.3 2.68758e+26 117767  150
7.4 5.37516e+26 117767  150
7.5 0 117767  150
7.6 6.27102e+26 117767  150
7.7 4.4793e+26 117767  150
7.8 1.79172e+26 117767  150
7.9 6.27102e+26 117767  150
8 1.61255e+27 117767  150
8.1 0 117767  150
8.2 0 117767  150
8.3 0 117767  150
8.4 3.04592e+27 117767  150
8.5 5.37516e+26 117767  150
8.6 6.09185e+27 117767  150
8.7 8.9586e+25 117767  150
8.8 5.37516e+26 117767  150
8.9 3.04592e+27 117767  150
9 0 117767  150
9.1 9.85446e+26 117767  150
9.2 5.37516e+26 117767  150
9.3 2.68758e+26 117767  150
9.4 0 117767  150
9.5 8.9586e+25 117767  150
9.6 9.85446e+26 117767  150
9.7 8.9586e+26 117767  150
9.8 1.79172e+26 117767  150
9.9 1.70213e+27 117767  150
10 7.16688e+26 117767  150
10.1 1.16462e+27 117767  150
10.2 8.06274e+26 117767  150
10.3 1.37962e+28 117767  150
10.4 0 117767  150
10.5 2.32924e+27 117767  150
10.6 1.07503e+27 117767  150
10.7 2.32924e+27 117767  150
10.8 0 117767  150
10.9 0 117767  150
11 0 117767  150
11.1 0 117767  150
11.2 8.9586e+25 117767  150
11.3 7.16688e+26 117767  150
11.4 1.70213e+27 117767  150
11.5 0 117767  150
11.6 4.4793e+26 117767  150
11.7 1.2542e+27 117767  150
11.8 8.06274e+26 117767  150
11.9 0 117767  150
12 1.79172e+26 117767  150
12.1 2.68758e+26 117767  150
12.2 0 117767  150
12.3 7.43564e+27 117767  150
12.4 3.58344e+26 117767  150
12.5 4.4793e+26 117767  150
12.6 8.06274e+26 117767  150
12.7 1.34379e+27 117767  150
12.8 5.37516e+26 117767  150
12.9 0 117767  150
13 0 117767  150
13.1 1.16462e+27 117767  150
13.2 2.68758e+26 117767  150
13.3 0 117767  150
13.4 4.4793e+26 117767  150
13.5 8.9586e+25 117767  150
13.6 0 117767  150
13.7 3.58344e+26 117767  150
13.8 3.58344e+27 117767  150
13.9 8.9586e+25 117767  150
14 8.9586e+25 117767  150
14.1 0 117767  150
14.2 1.61255e+27 117767  150
14.3 2.06048e+27 117767  150
14.4 1.70213e+27 117767  150
14.5 1.2542e+27 117767  150
14.6 2.68758e+26 117767  150
14.7 0 117767  150
14.8 0 117767  150
14.9 5.37516e+26 117767  150
15 1.79172e+26 117767  150
15.1 1.79172e+26 117767  150
15.2 1.79172e+26 117767  150
15.3 1.07503e+27 117767  150
15.4 4.4793e+26 117767  150
15.5 4.4793e+26 117767  150
15.6 2.68758e+26 117767  150
15.7 1.2542e+27 117767  150
15.8 0 117767  150
15.9 3.58344e+26 117767  150
16 0 117767  150
16.1 0 117767  150
16.2 1.79172e+26 117767  150
16.3 0 117767  150
16.4 8.9586e+25 117767  150
16.5 1.79172e+26 117767  150
16.6 0 117767  150
16.7 2.68758e+26 117767  150
16.8 0 117767  150
16.9 0 117767  150
17 2.68758e+26 117767  150
17.1 0 117767  150
17.2 2.68758e+26 117767  150
17.3 0 117767  150
17.4 0 117767  150
17.5 0 117767  150
17.6 0 117767  150
17.7 0 117767  150
17.8 0 117767  150
17.9 0 117767  150
18 0 117767  150
18.1 0 117767  150
18.2 0 117767  150
18.3 0 117767  150
18.4 0 117767  150
18.5 0 117767  150
18.6 0 117767  150
18.7 0 117767  150
18.8 0 117767  150
18.9 3.58344e+26 117767  150
19 0 117767  150
19.1 6.27102e+26 117767  150
19.2 0 117767  150
19.3 0 117767  150
19.4 0 117767  150
19.5 0 117767  150
19.6 0 117767  150
19.7 0 117767  150
19.8 0 117767  150
19.9 0 117767  150
20 0 117767  150
20.1 0 117767  150
20.2 0 117767  150
20.3 0 117767  150
20.4 0 117767  150
20.5 0 117767  150
20.6 0 117767  150
20.7 0 117767  150
20.8 0 117767  150
20.9 0 117767  150
21 0 117767  150
21.1 0 117767  150
21.2 0 117767  150
21.3 0 117767  150
21.4 0 117767  150
21.5 0 117767  150
21.6 0 117767  150
21.7 0 117767  150
21.8 0 117767  150
21.9 0 117767  150
22 0 117767  150
22.1 0 117767  150
22.2 0 117767  150
22.3 0 117767  150
22.4 0 117767  150
22.5 0 117767  150
22.6 0 117767  150
22.7 0 117767  150
22.8 0 117767  150
22.9 0 117767  150
23 0 117767  150
23.1 0 117767  150
23.2 0 117767  150
23.3 0 117767  150
23.4 0 117767  150
23.5 0 117767  150
23.6 0 117767  150
23.7 0 117767  150
23.8 0 117767  150
23.9 0 117767  150
24 0 117767  150
24.1 0 117767  150
24.2 0 117767  150
24.3 0 117767  150
24.4 0 117767  150
24.5 0 117767  150
24.6 0 117767  150
24.7 0 117767  150
24.8 0 117767  150
24.9 0 117767  150
25 0 117767  150
25.1 0 117767  150
25.2 0 117767  150
25.3 0 117767  150
25.4 0 117767  150
25.5 0 117767  150
25.6 0 117767  150
25.7 0 117767  150
25.8 0 117767  150
25.9 0 117767  150
26 0 117767  150
26.1 0 117767  150
26.2 2.68758e+26 117767  150
26.3 0 117767  150
26.4 0 117767  150
26.5 0 117767  150
26.6 0 117767  150
26.7 0 117767  150
26.8 0 117767  150
26.9 0 117767  150
27 0 117767  150
27.1 0 117767  150
27.2 0 117767  150
27.3 0 117767  150
27.4 0 117767  150
27.5 0 117767  150
27.6 0 117767  150
27.7 0 117767  150
27.8 0 117767  150
27.9 0 117767  150
28 0 117767  150
28.1 0 117767  150
28.2 0 117767  150
28.3 0 117767  150
28.4 0 117767  150
28.5 0 117767  150
28.6 0 117767  150
28.7 0 117767  150
28.8 0 117767  150
28.9 0 117767  150
29 0 117767  150
29.1 0 117767  150
29.2 0 117767  150
29.3 0 117767  150
29.4 0 117767  150
29.5 0 117767  150
29.6 0 117767  150
29.7 0 117767  150
29.8 0 117767  150
29.9 0 117767  150
30 0 117767  150
30.1 0 117767  150
30.2 0 117767  150
30.3 0 117767  150
30.4 0 117767  150
30.5 0 117767  150
30.6 0 117767  150
30.7 0 117767  150
30.8 0 117767  150
30.9 0 117767  150
