0 0 147784  125
0.1 0 147784  125
0.2 0 147784  125
0.3 0 147784  125
0.4 0 147784  125
0.5 0 147784  125
0.6 0 147784  125
0.7 0 147784  125
0.8 0 147784  125
0.9 0 147784  125
1 0 147784  125
1.1 0 147784  125
1.2 0 147784  125
1.3 0 147784  125
1.4 0 147784  125
1.5 0 147784  125
1.6 0 147784  125
1.7 0 147784  125
1.8 0 147784  125
1.9 0 147784  125
2 0 147784  125
2.1 0 147784  125
2.2 0 147784  125
2.3 0 147784  125
2.4 8.9586e+25 147784  125
2.5 8.9586e+25 147784  125
2.6 0 147784  125
2.7 8.9586e+25 147784  125
2.8 5.37516e+26 147784  125
2.9 0 147784  125
3 3.58344e+26 147784  125
3.1 0 147784  125
3.2 0 147784  125
3.3 0 147784  125
3.4 0 147784  125
3.5 0 147784  125
3.6 1.2542e+27 147784  125
3.7 0 147784  125
3.8 0 147784  125
3.9 0 147784  125
4 0 147784  125
4.1 0 147784  125
4.2 0 147784  125
4.3 0 147784  125
4.4 0 147784  125
4.5 0 147784  125
4.6 0 147784  125
4.7 0 147784  125
4.8 0 147784  125
4.9 0 147784  125
5 0 147784  125
5.1 0 147784  125
5.2 0 147784  125
5.3 0 147784  125
5.4 0 147784  125
5.5 0 147784  125
5.6 0 147784  125
5.7 0 147784  125
5.8 0 147784  125
5.9 0 147784  125
6 0 147784  125
6.1 0 147784  125
6.2 0 147784  125
6.3 0 147784  125
6.4 0 147784  125
6.5 0 147784  125
6.6 0 147784  125
6.7 0 147784  125
6.8 0 147784  125
6.9 0 147784  125
7 0 147784  125
7.1 1.79172e+26 147784  125
7.2 0 147784  125
7.3 2.68758e+26 147784  125
7.4 8.9586e+25 147784  125
7.5 4.4793e+26 147784  125
7.6 0 147784  125
7.7 2.23965e+27 147784  125
7.8 4.4793e+26 147784  125
7.9 3.58344e+26 147784  125
8 2.68758e+27 147784  125
8.1 6.27102e+26 147784  125
8.2 1.79172e+26 147784  125
8.3 1.34379e+27 147784  125
8.4 8.9586e+25 147784  125
8.5 2.95634e+27 147784  125
8.6 0 147784  125
8.7 7.16688e+26 147784  125
8.8 8.9586e+25 147784  125
8.9 1.2542e+27 147784  125
9 0 147784  125
9.1 1.79172e+26 147784  125
9.2 0 147784  125
9.3 0 147784  125
9.4 3.58344e+26 147784  125
9.5 0 147784  125
9.6 9.85446e+26 147784  125
9.7 1.79172e+26 147784  125
9.8 9.85446e+26 147784  125
9.9 0 147784  125
10 4.65847e+27 147784  125
10.1 0 147784  125
10.2 0 147784  125
10.3 2.95634e+27 147784  125
10.4 0 147784  125
10.5 9.85446e+26 147784  125
10.6 8.9586e+26 147784  125
10.7 0 147784  125
10.8 3.2251e+27 147784  125
10.9 1.38858e+28 147784  125
11 8.9586e+26 147784  125
11.1 0 147784  125
11.2 8.9586e+25 147784  125
11.3 5.37516e+26 147784  125
11.4 0 147784  125
11.5 7.16688e+26 147784  125
11.6 1.97089e+27 147784  125
11.7 8.9586e+25 147784  125
11.8 0 147784  125
11.9 0 147784  125
12 8.9586e+25 147784  125
12.1 1.07503e+27 147784  125
12.2 8.9586e+25 147784  125
12.3 1.79172e+26 147784  125
12.4 8.9586e+25 147784  125
12.5 2.68758e+26 147784  125
12.6 0 147784  125
12.7 1.16462e+27 147784  125
12.8 1.07503e+27 147784  125
12.9 5.91268e+27 147784  125
13 1.79172e+26 147784  125
13.1 0 147784  125
13.2 1.16462e+27 147784  125
13.3 2.06048e+27 147784  125
13.4 1.2542e+27 147784  125
13.5 0 147784  125
13.6 2.68758e+26 147784  125
13.7 2.68758e+26 147784  125
13.8 8.06274e+26 147784  125
13.9 1.79172e+26 147784  125
14 1.07503e+27 147784  125
14.1 6.27102e+26 147784  125
14.2 1.61255e+27 147784  125
14.3 2.68758e+26 147784  125
14.4 4.74806e+27 147784  125
14.5 8.06274e+26 147784  125
14.6 8.9586e+25 147784  125
14.7 1.07503e+27 147784  125
14.8 4.4793e+26 147784  125
14.9 1.97089e+27 147784  125
15 1.79172e+26 147784  125
15.1 0 147784  125
15.2 0 147784  125
15.3 1.52296e+27 147784  125
15.4 0 147784  125
15.5 4.4793e+26 147784  125
15.6 8.9586e+25 147784  125
15.7 2.68758e+26 147784  125
15.8 8.9586e+25 147784  125
15.9 0 147784  125
16 0 147784  125
16.1 0 147784  125
16.2 1.79172e+26 147784  125
16.3 2.68758e+26 147784  125
16.4 5.37516e+26 147784  125
16.5 2.68758e+26 147784  125
16.6 0 147784  125
16.7 2.68758e+26 147784  125
16.8 0 147784  125
16.9 0 147784  125
17 0 147784  125
17.1 2.68758e+26 147784  125
17.2 0 147784  125
17.3 0 147784  125
17.4 0 147784  125
17.5 1.79172e+26 147784  125
17.6 0 147784  125
17.7 0 147784  125
17.8 0 147784  125
17.9 0 147784  125
18 0 147784  125
18.1 0 147784  125
18.2 0 147784  125
18.3 0 147784  125
18.4 6.27102e+26 147784  125
18.5 3.58344e+26 147784  125
18.6 0 147784  125
18.7 0 147784  125
18.8 0 147784  125
18.9 0 147784  125
19 0 147784  125
19.1 6.27102e+26 147784  125
19.2 8.9586e+25 147784  125
19.3 0 147784  125
19.4 0 147784  125
19.5 0 147784  125
19.6 0 147784  125
19.7 0 147784  125
19.8 0 147784  125
19.9 0 147784  125
20 0 147784  125
20.1 0 147784  125
20.2 0 147784  125
20.3 0 147784  125
20.4 0 147784  125
20.5 0 147784  125
20.6 3.58344e+26 147784  125
20.7 0 147784  125
20.8 0 147784  125
20.9 0 147784  125
21 0 147784  125
21.1 0 147784  125
21.2 0 147784  125
21.3 0 147784  125
21.4 0 147784  125
21.5 0 147784  125
21.6 0 147784  125
21.7 0 147784  125
21.8 0 147784  125
21.9 0 147784  125
22 0 147784  125
22.1 0 147784  125
22.2 0 147784  125
22.3 0 147784  125
22.4 0 147784  125
22.5 0 147784  125
22.6 0 147784  125
22.7 0 147784  125
22.8 0 147784  125
22.9 0 147784  125
23 0 147784  125
23.1 0 147784  125
23.2 0 147784  125
23.3 0 147784  125
23.4 0 147784  125
23.5 0 147784  125
23.6 0 147784  125
23.7 0 147784  125
23.8 0 147784  125
23.9 0 147784  125
24 0 147784  125
24.1 0 147784  125
24.2 0 147784  125
24.3 0 147784  125
24.4 0 147784  125
24.5 0 147784  125
24.6 0 147784  125
24.7 0 147784  125
24.8 0 147784  125
24.9 0 147784  125
25 0 147784  125
25.1 0 147784  125
25.2 0 147784  125
25.3 0 147784  125
25.4 0 147784  125
25.5 0 147784  125
25.6 2.68758e+26 147784  125
25.7 0 147784  125
25.8 0 147784  125
25.9 0 147784  125
26 0 147784  125
26.1 0 147784  125
26.2 0 147784  125
26.3 0 147784  125
26.4 0 147784  125
26.5 0 147784  125
26.6 0 147784  125
26.7 0 147784  125
26.8 0 147784  125
26.9 0 147784  125
27 0 147784  125
27.1 0 147784  125
27.2 0 147784  125
27.3 0 147784  125
27.4 0 147784  125
27.5 0 147784  125
27.6 0 147784  125
27.7 0 147784  125
27.8 0 147784  125
27.9 0 147784  125
28 0 147784  125
28.1 0 147784  125
28.2 0 147784  125
28.3 0 147784  125
28.4 0 147784  125
28.5 0 147784  125
28.6 0 147784  125
28.7 0 147784  125
28.8 0 147784  125
28.9 0 147784  125
29 0 147784  125
29.1 0 147784  125
29.2 0 147784  125
29.3 0 147784  125
29.4 0 147784  125
29.5 0 147784  125
29.6 0 147784  125
29.7 0 147784  125
29.8 0 147784  125
29.9 0 147784  125
30 0 147784  125
30.1 0 147784  125
30.2 0 147784  125
30.3 0 147784  125
30.4 0 147784  125
30.5 0 147784  125
30.6 0 147784  125
30.7 0 147784  125
30.8 0 147784  125
30.9 0 147784  125
